2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,Item,S.No.,State
27407463.0,31989448.0,36756677.0,39828404.0,43809505.0,49129206.0,TOTAL GSVA at basic prices,12,Haryana
3321210.0,3894111.0,4365329.0,4985670.0,5792396.0,6729658.0,Taxes on Products,13,Haryana
974821.0,1180358.0,1055793.0,1067867.0,1083502.0,1119258.0,Subsidies on products,14,Haryana
29753852.0,34703201.0,40066212.0,43746207.0,48518399.0,54739606.0,Gross State Domestic Product,15,Haryana
255600.0,259220.0,262900.0,266620.0,270400.0,274230.0,Population ('00),16,Haryana
116408.0,133875.0,152401.0,164077.0,179432.0,199612.0,Per Capita GSDP (Rs.),17,Haryana
1162626.0,1313711.0,1497802.0,1514981.0,,,"Agriculture, forestry and fishing",1,Himachal_Pradesh
673402.0,814909.0,938019.0,853758.0,,,Crops,1.1,Himachal_Pradesh
115315.0,109697.0,108442.0,110304.0,,,Livestock,1.2,Himachal_Pradesh
368735.0,383150.0,443092.0,540950.0,,,Forestry and logging,1.3,Himachal_Pradesh
5175.0,5956.0,8249.0,9968.0,,,Fishing and aquaculture,1.4,Himachal_Pradesh
28640.0,30544.0,28476.0,33385.0,,,Mining and quarrying,2,Himachal_Pradesh
1191266.0,1344255.0,1526277.0,1548366.0,,,Primary,Total,Himachal_Pradesh
1799826.0,2063113.0,2355433.0,2543637.0,,,Manufacturing,3,Himachal_Pradesh
602408.0,619270.0,713480.0,767268.0,,,"Electricity, gas, water supply & other utility services",4,Himachal_Pradesh
638216.0,711075.0,775084.0,808256.0,,,Construction,5,Himachal_Pradesh
3040450.0,3393457.0,3843997.0,4119162.0,,,Secondary,Total,Himachal_Pradesh
456829.0,513988.0,583016.0,615496.0,,,"Trade, repair, hotels and restaurants",6,Himachal_Pradesh
357260.0,407784.0,473098.0,494162.0,,,Trade & repair services,6.1,Himachal_Pradesh
99569.0,106203.0,109918.0,121333.0,,,Hotels & restaurants,6.2,Himachal_Pradesh
300837.0,351968.0,445448.0,552234.0,,,"Transport, storage, communication & services related to broadcasting",7,Himachal_Pradesh
1720.0,1919.0,2309.0,2528.0,,,Railways,7.1,Himachal_Pradesh
169771.0,212617.0,273314.0,349608.0,,,Road transport,7.2,Himachal_Pradesh
0.0,0.0,0.0,0.0,,,Water transport,7.3,Himachal_Pradesh
898.0,1670.0,1452.0,3979.0,,,Air transport,7.4,Himachal_Pradesh
814.0,1024.0,1334.0,1724.0,,,Services incidental to transport,7.5,Himachal_Pradesh
163.0,181.0,120.0,129.0,,,Storage,7.6,Himachal_Pradesh
127471.0,134557.0,166919.0,194266.0,,,Communication & services related to broadcasting,7.7,Himachal_Pradesh
287346.0,318473.0,332560.0,362521.0,,,Financial services,8,Himachal_Pradesh
674894.0,816170.0,967576.0,1125937.0,,,"Real estate, ownership of dwelling & professional services",9,Himachal_Pradesh
375875.0,437936.0,468316.0,553974.0,,,Public administration,10,Himachal_Pradesh
612783.0,714593.0,768581.0,923164.0,,,Other services,11,Himachal_Pradesh
2708563.0,3153127.0,3565497.0,4133326.0,,,Tertiary,Total,Himachal_Pradesh
6940278.0,7890839.0,8935771.0,9800853.0,,,TOTAL GSVA at basic prices,12,Himachal_Pradesh
551418.0,637988.0,759234.0,895317.0,,,Taxes on Products,13,Himachal_Pradesh
219713.0,246849.0,218589.0,259291.0,,,Subsidies on products,14,Himachal_Pradesh
7271983.0,8281978.0,9476416.0,10436879.0,,,Gross State Domestic Product,15,Himachal_Pradesh
69010.0,69620.0,70230.0,70840.0,,,Population ('00),16,Himachal_Pradesh
105376.0,118960.0,134934.0,147330.0,,,Per Capita GSDP (Rs.),17,Himachal_Pradesh
2233546.0,2550211.0,2844215.0,3211065.0,3632150.0,,"Agriculture, forestry and fishing",1,Jharkhand
1342099.0,1611776.0,1812103.0,2094466.0,2431179.0,,Crops,1.1,Jharkhand
477585.0,459416.0,493408.0,562503.0,594001.0,,Livestock,1.2,Jharkhand
357560.0,399912.0,438916.0,445149.0,478733.0,,Forestry and logging,1.3,Jharkhand
56302.0,79107.0,99788.0,108947.0,128237.0,,Fishing and aquaculture,1.4,Jharkhand
1620374.0,1879069.0,1858615.0,2037289.0,2199381.0,,Mining and quarrying,2,Jharkhand
3853920.0,4429280.0,4702830.0,5248354.0,5831531.0,,Primary,Total,Jharkhand
3016583.0,3797607.0,3660373.0,4114148.0,4569985.0,,Manufacturing,3,Jharkhand
241235.0,302773.0,335541.0,337489.0,379501.0,,"Electricity, gas, water supply & other utility services",4,Jharkhand
1439526.0,1455717.0,1699296.0,1789834.0,1927075.0,,Construction,5,Jharkhand
4697344.0,5556097.0,5695210.0,6241471.0,6876561.0,,Secondary,Total,Jharkhand
1152143.0,1383070.0,1595751.0,1991359.0,2387496.0,,"Trade, repair, hotels and restaurants",6,Jharkhand
1065983.0,1272474.0,1479141.0,1840196.0,2204400.0,,Trade & repair services,6.1,Jharkhand
86160.0,110596.0,116610.0,151163.0,183096.0,,Hotels & restaurants,6.2,Jharkhand
975954.0,1148809.0,1325607.0,1470022.0,1690746.0,,"Transport, storage, communication & services related to broadcasting",7,Jharkhand
297906.0,362089.0,404019.0,472702.0,551345.0,,Railways,7.1,Jharkhand
458247.0,530804.0,608092.0,649648.0,729492.0,,Road transport,7.2,Jharkhand
0.0,,0.0,0.0,0.0,,Water transport,7.3,Jharkhand
1373.0,2448.0,3362.0,6716.0,11455.0,,Air transport,7.4,Jharkhand
22315.0,26547.0,27554.0,17436.0,16136.0,,Services incidental to transport,7.5,Jharkhand
384.0,388.0,378.0,306.0,284.0,,Storage,7.6,Jharkhand
195729.0,226533.0,282202.0,323214.0,382034.0,,Communication & services related to broadcasting,7.7,Jharkhand
414386.0,462493.0,509609.0,551441.0,606546.0,,Financial services,8,Jharkhand
1101151.0,1290003.0,1450196.0,1656784.0,1898288.0,,"Real estate, ownership of dwelling & professional services",9,Jharkhand
981782.0,927373.0,928783.0,1088325.0,1126349.0,,Public administration,10,Jharkhand
736279.0,885544.0,1045235.0,1375410.0,1690431.0,,Other services,11,Jharkhand
5361695.0,6097292.0,6855181.0,8133341.0,9399856.0,,Tertiary,Total,Jharkhand
13912959.0,16082669.0,17253221.0,19623166.0,22107948.0,,TOTAL GSVA at basic prices,12,Jharkhand
1511500.0,1822100.0,1992669.0,2499171.0,2499171.0,,Taxes on Products,13,Jharkhand
332700.0,432400.0,389228.0,411619.0,411619.0,,Subsidies on products,14,Jharkhand
15091759.0,17472369.0,18856662.0,21710718.0,24195500.0,,Gross State Domestic Product,15,Jharkhand
333020.0,338480.0,344020.0,349660.0,355380.0,,Population ('00),16,Jharkhand
45318.0,51620.0,54813.0,62091.0,68083.0,,Per Capita GSDP (Rs.),17,Jharkhand
7554868.0,8180610.0,9670052.0,11219422.0,10806128.0,,"Agriculture, forestry and fishing",1,Karnataka
5339455.0,5749544.0,6992419.0,8157179.0,7517661.0,,Crops,1.1,Karnataka
1349662.0,1506993.0,1634066.0,1868771.0,2117661.0,,Livestock,1.2,Karnataka
593458.0,604866.0,658629.0,693082.0,720704.0,,Forestry and logging,1.3,Karnataka
272293.0,319207.0,384938.0,500390.0,450102.0,,Fishing and aquaculture,1.4,Karnataka
450254.0,407345.0,617181.0,846882.0,413803.0,,Mining and quarrying,2,Karnataka
8005122.0,8587955.0,10287233.0,12066304.0,11219931.0,,Primary,Total,Karnataka
9713888.0,10850509.0,11794288.0,12953843.0,14170107.0,,Manufacturing,3,Karnataka
1082882.0,1147835.0,1275595.0,1425762.0,1502906.0,,"Electricity, gas, water supply & other utility services",4,Karnataka
5033145.0,5233950.0,5940134.0,6104799.0,6586669.0,,Construction,5,Karnataka
15829915.0,17232294.0,19010018.0,20484404.0,22259682.0,,Secondary,Total,Karnataka
6044367.0,6965384.0,8309100.0,8991658.0,9894203.0,,"Trade, repair, hotels and restaurants",6,Karnataka
4957019.0,5774921.0,7007816.0,7523720.0,8234129.0,,Trade & repair services,6.1,Karnataka
1087348.0,1190463.0,1301284.0,1467938.0,1660073.0,,Hotels & restaurants,6.2,Karnataka
3351079.0,3839568.0,4405851.0,5097652.0,6072643.0,,"Transport, storage, communication & services related to broadcasting",7,Karnataka
202215.0,229754.0,229577.0,259482.0,335247.0,,Railways,7.1,Karnataka
2195731.0,2533015.0,2870094.0,3194576.0,3782060.0,,Road transport,7.2,Karnataka
26907.0,25331.0,22460.0,24152.0,23882.0,,Water transport,7.3,Karnataka
37365.0,67807.0,56345.0,171785.0,227201.0,,Air transport,7.4,Karnataka
47206.0,39823.0,44645.0,55349.0,61998.0,,Services incidental to transport,7.5,Karnataka
27642.0,31514.0,34986.0,42787.0,48175.0,,Storage,7.6,Karnataka
814013.0,912325.0,1147745.0,1349520.0,1594080.0,,Communication & services related to broadcasting,7.7,Karnataka
2879395.0,3211947.0,3610955.0,4094169.0,4482507.0,,Financial services,8,Karnataka
14366759.0,17695719.0,21856110.0,24766393.0,29229656.0,,"Real estate, ownership of dwelling & professional services",9,Karnataka
1488762.0,1785628.0,2060700.0,2232584.0,2376712.0,,Public administration,10,Karnataka
3256051.0,3837408.0,4501578.0,5308174.0,6267020.0,,Other services,11,Karnataka
31386414.0,37335654.0,44744294.0,50490630.0,58322740.0,,Tertiary,Total,Karnataka
55221451.0,63155902.0,74041545.0,83041338.0,91802353.0,,TOTAL GSVA at basic prices,12,Karnataka
7037506.0,8251452.0,9806976.0,11026674.0,12810724.62,,Taxes on Products,13,Karnataka
1881201.0,2237308.0,2059966.0,1889206.0,1906295.3290000001,,Subsidies on products,14,Karnataka
60377756.0,69170046.0,81788555.0,92178806.0,102706783.0,,Gross State Domestic Product,15,Karnataka
614820.0,621510.0,628270.0,635100.0,642010.0,,Population ('00),16,Karnataka
98204.0,111294.0,130181.0,145141.0,159977.0,,Per Capita GSDP (Rs.),17,Karnataka
4837594.0,5036409.0,5501261.0,5930617.0,5871958.0,,"Agriculture, forestry and fishing",1,Kerala
2904593.0,2640015.0,2837347.0,3070386.0,2685772.0,,Crops,1.1,Kerala
1125351.0,1411393.0,1548294.0,1656104.0,1890417.0,,Livestock,1.2,Kerala
430286.0,469819.0,492782.0,499808.0,559582.0,,Forestry and logging,1.3,Kerala
377363.0,515183.0,622837.0,704319.0,736188.0,,Fishing and aquaculture,1.4,Kerala
272483.0,267683.0,401836.0,558824.0,593520.0,,Mining and quarrying,2,Kerala
5110077.0,5304091.0,5903097.0,6489442.0,6465479.0,,Primary,Total,Kerala
3420404.0,4054145.0,4069129.0,4273567.0,4670069.0,,Manufacturing,3,Kerala
467898.0,538745.0,570824.0,482470.0,611019.0,,"Electricity, gas, water supply & other utility services",4,Kerala
5308794.0,5544177.0,6436556.0,7314003.0,7722140.0,,Construction,5,Kerala
9197095.0,10137066.0,11076510.0,12070040.0,13003229.0,,Secondary,Total,Kerala
5321692.0,6502369.0,7368355.0,8557345.0,9916986.0,,"Trade, repair, hotels and restaurants",6,Kerala
4732163.0,5849587.0,6657209.0,7763847.0,9031847.0,,Trade & repair services*,6.1,Kerala
589529.0,652782.0,711146.0,793498.0,885139.0,,Hotels & restaurants,6.2,Kerala
2797969.0,3110217.0,3608615.0,4020934.0,4613037.0,,"Transport, storage, communication & services related to broadcasting",7,Kerala
98140.0,119548.0,126962.0,147897.0,172284.0,,Railways,7.1,Kerala
2001208.0,2237489.0,2591554.0,2761427.0,2963818.0,,Road transport**,7.2,Kerala
28281.0,24400.0,20105.0,26956.0,29934.0,,Water transport,7.3,Kerala
26891.0,52009.0,42831.0,125029.0,326208.0,,Air transport,7.4,Kerala
61793.0,59010.0,69440.0,71567.0,75275.0,,Services incidental to transport,7.5,Kerala
3317.0,3736.0,2877.0,3290.0,3822.0,,Storage,7.6,Kerala
578340.0,614025.0,754846.0,884767.0,1041695.0,,Communication & services related to broadcasting,7.7,Kerala
1430848.0,1629698.0,1853055.0,2010306.0,2180902.0,,Financial services,8,Kerala
4220948.0,5223391.0,6190742.0,7287633.0,8584749.0,,"Real estate, ownership of dwelling & professional services",9,Kerala
1585585.0,1718357.0,1874509.0,2068915.0,2306545.0,,Public administration,10,Kerala
3965096.0,4503098.0,5035147.0,5728645.0,6503671.0,,Other services,11,Kerala
19322138.0,22687130.0,25930423.0,29673778.0,34105891.0,,Tertiary,Total,Kerala
33629310.0,38128287.0,42910029.0,48233259.0,53574598.0,,TOTAL GSVA at basic prices,12,Kerala
3407148.0,3997082.0,4455259.0,5189352.0,6044402.0,,Taxes on Products,13,Kerala
631670.0,894069.0,861168.0,822381.0,785341.0,,Subsidies on products,14,Kerala
36404788.0,41231300.0,46504121.0,52600230.0,58833659.0,,Gross State Domestic Product,15,Kerala
335015.0,336662.0,338174.0,339843.0,341525.0,,Population ('00),16,Kerala
108666.0,122471.0,137515.0,154778.0,172268.0,,Per Capita GSDP (Rs.),17,Kerala
9107231.0,12640261.0,14859567.0,16235647.0,17861367.0,23308835.0,"Agriculture, forestry and fishing",1,Madhya_Pradesh
7333369.0,10540449.0,12457830.0,13216013.0,13958549.0,18661843.0,Crops,1.1,Madhya_Pradesh
897640.0,1129978.0,1363179.0,1932769.0,2745187.0,3375141.0,Livestock,1.2,Madhya_Pradesh
811315.0,892627.0,943162.0,965588.0,1018504.0,1091337.0,Forestry and logging,1.3,Madhya_Pradesh
64907.0,77207.0,95396.0,121277.0,139127.0,180514.0,Fishing and aquaculture,1.4,Madhya_Pradesh
1171195.0,1260187.0,1548066.0,1618373.0,1686385.0,1924216.0,Mining and quarrying,2,Madhya_Pradesh
10278426.0,13900448.0,16407633.0,17854020.0,19547752.0,25233051.0,Primary,Total,Madhya_Pradesh
3828625.0,4171724.0,4018450.0,4368833.0,4730335.0,5175608.0,Manufacturing,3,Madhya_Pradesh
903127.0,1011624.0,1161616.0,1272905.0,1520303.0,1679614.0,"Electricity, gas, water supply & other utility services",4,Madhya_Pradesh
3495447.0,3499404.0,4080463.0,4403151.0,4772101.0,5186891.0,Construction,5,Madhya_Pradesh
8227199.0,8682752.0,9260529.0,10044889.0,11022739.0,12042113.0,Secondary,Total,Madhya_Pradesh
3378935.0,4128368.0,4714291.0,5357515.0,6237544.0,6914838.0,"Trade, repair, hotels and restaurants",6,Madhya_Pradesh
3149375.0,3873696.0,4427944.0,5053625.0,5901007.0,6556695.0,Trade & repair services,6.1,Madhya_Pradesh
229560.0,254672.0,286347.0,303890.0,336537.0,358143.0,Hotels & restaurants,6.2,Madhya_Pradesh
1831032.0,2199650.0,2505384.0,2865802.0,3329850.0,3806046.0,"Transport, storage, communication & services related to broadcasting",7,Madhya_Pradesh
318912.0,436586.0,457608.0,498734.0,581300.0,617543.0,Railways,7.1,Madhya_Pradesh
949685.0,1096094.0,1209997.0,1369235.0,1538680.0,1705112.0,Road transport,7.2,Madhya_Pradesh
0.0,0.0,0.0,0.0,0.0,0.0,Water transport,7.3,Madhya_Pradesh
4209.0,8197.0,6141.0,26746.0,26745.0,54206.0,Air transport,7.4,Madhya_Pradesh
25479.0,29362.0,32489.0,36694.0,41412.0,46101.0,Services incidental to transport,7.5,Madhya_Pradesh
18514.0,23059.0,26256.0,29012.0,33987.0,38059.0,Storage,7.6,Madhya_Pradesh
514233.0,606352.0,772893.0,905381.0,1107726.0,1345025.0,Communication & services related to broadcasting,7.7,Madhya_Pradesh
1593654.0,1732129.0,1920614.0,1988794.0,2384124.0,2674933.0,Financial services,8,Madhya_Pradesh
1639308.0,1945857.0,2279709.0,2660123.0,3085987.0,3499140.0,"Real estate, ownership of dwelling & professional services",9,Madhya_Pradesh
1629141.0,1907083.0,2164636.0,2497321.0,2873690.0,3221560.0,Public administration,10,Madhya_Pradesh
1791096.0,2145512.0,2359317.0,2747805.0,3200937.0,3511083.0,Other services,11,Madhya_Pradesh
11863166.0,14058599.0,15943951.0,18117360.0,21112132.0,23627600.0,Tertiary,Total,Madhya_Pradesh
30368791.0,36641799.0,41612113.0,46016269.0,51682623.0,60902764.0,TOTAL GSVA at basic prices,12,Madhya_Pradesh
2983400.0,3717500.0,4087700.0,4284700.0,4960400.0,5570200.0,Taxes on Products,13,Madhya_Pradesh
1796100.0,2266900.0,1926100.0,2102800.0,2245500.0,2424600.0,Subsidies on products,14,Madhya_Pradesh
31556091.0,38092399.0,43773713.0,48198169.0,54397523.0,64048364.0,Gross State Domestic Product,15,Madhya_Pradesh
732470.0,743220.0,754120.0,765180.0,776410.0,787800.0,Population ('00),16,Madhya_Pradesh
43082.0,51253.0,58046.0,62989.0,70063.0,81300.0,Per Capita GSDP (Rs.),17,Madhya_Pradesh
14517809.0,15443212.0,18586360.0,16475655.0,,,"Agriculture, forestry and fishing",1,Maharashtra
9851618.0,10182217.0,13079162.0,10435121.0,,,Crops,1.1,Maharashtra
2855741.0,3282569.0,3499939.0,3972829.0,,,Livestock,1.2,Maharashtra
1516574.0,1626793.0,1622060.0,1592564.0,,,Forestry and logging,1.3,Maharashtra
293875.0,351634.0,385199.0,475141.0,,,Fishing and aquaculture,1.4,Maharashtra
5649313.0,5902340.0,5205701.0,5282727.0,,,Mining and quarrying,2,Maharashtra
20167122.0,21345552.0,23792061.0,21758383.0,,,Primary,Total,Maharashtra
24603175.0,28203191.0,31267420.0,33660294.0,,,Manufacturing,3,Maharashtra
2617289.0,2852444.0,4028665.0,4334702.0,,,"Electricity, gas, water supply & other utility services",4,Maharashtra
7863028.0,8186890.0,8867104.0,9450211.0,,,Construction,5,Maharashtra
35083491.0,39242525.0,44163189.0,47445207.0,,,Secondary,Total,Maharashtra
10560911.0,12779220.0,13826084.0,15839100.0,,,"Trade, repair, hotels and restaurants",6,Maharashtra
9422900.0,11507640.0,12433410.0,14286902.0,,,Trade & repair services,6.1,Maharashtra
1138011.0,1271580.0,1392674.0,1552198.0,,,Hotels & restaurants,6.2,Maharashtra
6450024.0,7485340.0,8371252.0,9697246.0,,,"Transport, storage, communication & services related to broadcasting",7,Maharashtra
598786.0,649139.0,686231.0,797933.0,,,Railways,7.1,Maharashtra
3122427.0,3589076.0,4065463.0,4644123.0,,,Road transport,7.2,Maharashtra
122650.0,187220.0,172703.0,223626.0,,,Water transport,7.3,Maharashtra
99047.0,183101.0,144304.0,174188.0,,,Air transport,7.4,Maharashtra
825433.0,973656.0,1040005.0,1175023.0,,,Services incidental to transport,7.5,Maharashtra
92479.0,101918.0,116229.0,131237.0,,,Storage,7.6,Maharashtra
1589202.0,1801230.0,2146318.0,2551115.0,,,Communication & services related to broadcasting,7.7,Maharashtra
11783628.0,12909085.0,14993996.0,16143324.0,,,Financial services,8,Maharashtra
19086971.0,22457025.0,26166722.0,30718051.0,,,"Real estate, ownership of dwelling & professional services",9,Maharashtra
3906953.0,4337362.0,4763853.0,5426991.0,,,Public administration,10,Maharashtra
6662495.0,7831781.0,9199390.0,10806363.0,,,Other services,11,Maharashtra
58450982.0,67799813.0,77321297.0,88631076.0,,,Tertiary,Total,Maharashtra
113701595.0,128387890.0,145276547.0,157834665.0,,,TOTAL GSVA at basic prices,12,Maharashtra
16208500.0,19830400.0,23005600.0,25394800.0,,,Taxes on Products,13,Maharashtra
2613400.0,3371700.0,3531500.0,4017300.0,,,Subsidies on products,14,Maharashtra
127296695.0,144846590.0,164750647.0,179212165.0,,,Gross State Domestic Product,15,Maharashtra
1131530.0,1145010.0,1158650.0,1172450.0,,,Population ('00),16,Maharashtra
112500.0,126502.0,142192.0,152853.0,,,Per Capita GSDP (Rs.),17,Maharashtra
251623.0,297165.0,349942.0,383140.0,,,"Agriculture, forestry and fishing",1,Manipur
137772.0,168583.0,205623.0,226583.0,,,Crops,1.1,Manipur
52587.0,58268.0,67294.0,75483.0,,,Livestock,1.2,Manipur
42183.0,43885.0,43188.0,45831.0,,,Forestry and logging,1.3,Manipur
19081.0,26429.0,33836.0,35243.0,,,Fishing and aquaculture,1.4,Manipur
,,,,,,Mining and quarrying,2.       ,Manipur
251623.0,297165.0,349942.0,383140.0,,,Primary,Total,Manipur
40990.0,30594.0,46011.0,49501.0,,,Manufacturing,3.       ,Manipur
54276.0,55506.0,48391.0,27490.0,,,"Electricity, gas, water supply & other utility services",4.       ,Manipur
100712.0,106164.0,120023.0,143182.0,,,Construction,5.       ,Manipur
195978.0,192264.0,214425.0,220173.0,,,Secondary,Total,Manipur
156450.0,140653.0,217288.0,262950.0,,,"Trade, repair, hotels and restaurants",6.       ,Manipur
149457.0,132930.0,208884.0,253637.0,,,Trade & repair services,6.1,Manipur
6993.0,7723.0,8404.0,9313.0,,,Hotels & restaurants,6.2,Manipur
70408.0,87255.0,98126.0,109726.0,,,"Transport, storage, communication & services related to broadcasting",7.       ,Manipur
2.0,3.0,5.0,6.0,,,Railways,7.1,Manipur
43561.0,53400.0,56436.0,58974.0,,,Road transport,7.2,Manipur
,,,,,,Water transport,7.3,Manipur
1999.0,3502.0,2499.0,6288.0,,,Air transport,7.4,Manipur
1816.0,2226.0,2330.0,2441.0,,,Services incidental to transport,7.5,Manipur
0.0,,,,,,Storage,7.6,Manipur
23030.0,28124.0,36856.0,42017.0,,,Communication & services related to broadcasting,7.7,Manipur
23400.0,25705.0,28663.0,30315.0,,,Financial services,8.       ,Manipur
134847.0,144304.0,152279.0,159335.0,,,"Real estate, ownership of dwelling & professional services",9.       ,Manipur
231790.0,243900.0,252574.0,297078.0,,,Public administration,10.   ,Manipur
208417.0,241678.0,272290.0,317930.0,,,Other services,11.   ,Manipur
825312.0,883495.0,1021220.0,1177334.0,,,Tertiary,Total,Manipur
1272913.0,1372924.0,1585587.0,1780647.0,,,TOTAL GSVA at basic prices,12,Manipur
48918.0,46019.0,77021.0,92766.0,,,Taxes on Products,13,Manipur
30370.0,44163.0,42765.0,69137.0,,,Subsidies on products,14,Manipur
1291461.0,1374779.0,1619843.0,1804276.0,,,Gross State Domestic Product,15,Manipur
28925.0,29561.0,30210.0,30873.0,,,Population ('00),16,Manipur
44649.0,46507.0,53619.0,58442.0,,,Per Capita GSDP (Rs.),17,Manipur
282868.0,322670.0,344514.0,366521.0,401331.0,433602.0,"Agriculture, forestry and fishing",1,Meghalaya
163103.0,198591.0,208494.0,223330.0,245122.0,267849.0,Crops,1.1,Meghalaya
59593.0,60863.0,69345.0,72442.0,75531.0,78611.0,Livestock,1.2,Meghalaya
56090.0,55730.0,58137.0,61166.0,62680.0,64881.0,Forestry and logging,1.3,Meghalaya
4082.0,7486.0,8538.0,9583.0,17998.0,22261.0,Fishing and aquaculture,1.4,Meghalaya
139436.0,122745.0,188716.0,84529.0,86582.0,90932.0,Mining and quarrying,2,Meghalaya
422304.0,445415.0,533230.0,451050.0,487913.0,524534.0,Primary,Total,Meghalaya
464603.0,493214.0,399384.0,433213.0,484399.0,532284.0,Manufacturing,3,Meghalaya
45558.0,70063.0,42870.0,54473.0,57931.0,59784.0,"Electricity, gas, water supply & other utility services",4,Meghalaya
113619.0,103723.0,117094.0,150256.0,162705.0,179073.0,Construction,5,Meghalaya
623780.0,667000.0,559348.0,637942.0,705035.0,771141.0,Secondary,Total,Meghalaya
258058.0,321598.0,374564.0,383974.0,409337.0,452787.0,"Trade, repair, hotels and restaurants",6,Meghalaya
239040.0,300758.0,351794.0,357727.0,378937.0,417559.0,Trade & repair services,6.1,Meghalaya
19018.0,20840.0,22770.0,26247.0,30400.0,35228.0,Hotels & restaurants,6.2,Meghalaya
95615.0,114541.0,129657.0,148189.0,173458.0,210783.0,"Transport, storage, communication & services related to broadcasting",7,Meghalaya
0.0,0.0,0.0,0.0,0.0,0.0,Railways,7.1,Meghalaya
70235.0,82990.0,90559.0,105783.0,125359.0,153641.0,Road transport,7.2,Meghalaya
,,,,,,Water transport,7.3,Meghalaya
325.0,605.0,525.0,1443.0,1717.0,2112.0,Air transport,7.4,Meghalaya
,,,,,,Services incidental to transport,7.5,Meghalaya
288.0,320.0,364.0,416.0,474.0,539.0,Storage,7.6,Meghalaya
24767.0,30625.0,38209.0,40547.0,45908.0,54491.0,Communication & services related to broadcasting,7.7,Meghalaya
55825.0,56562.0,60604.0,64091.0,69815.0,74891.0,Financial services,8,Meghalaya
115443.0,127014.0,137835.0,150409.0,161674.0,175724.0,"Real estate, ownership of dwelling & professional services",9,Meghalaya
177913.0,183125.0,208108.0,239782.0,248077.0,264438.0,Public administration,10,Meghalaya
143244.0,158612.0,181083.0,214211.0,246233.0,286068.0,Other services,11,Meghalaya
846097.0,961451.0,1091850.0,1200655.0,1308595.0,1464691.0,Tertiary,Total,Meghalaya
1892182.0,2073867.0,2184428.0,2289647.0,2501543.0,2760366.0,TOTAL GSVA at basic prices,12,Meghalaya
152456.0,183013.0,175549.0,213272.0,238522.0,260542.0,Taxes on Products,13,Meghalaya
52863.0,69677.0,66154.0,62112.0,65542.0,64218.0,Subsidies on products,14,Meghalaya
1991775.0,2187202.0,2293824.0,2440807.0,2674523.0,2956690.0,Gross State Domestic Product,15,Meghalaya
30040.0,30690.0,31350.0,32020.0,32710.0,33410.0,Population ('00),16,Meghalaya
66304.0,71268.0,73168.0,76228.0,81765.0,88497.0,Per Capita GSDP (Rs.),17,Meghalaya
149468.0,161353.0,189886.0,217010.0,,,"Agriculture, forestry and fishing",1,Mizoram
75876.0,83792.0,101131.0,116609.0,,,Crops,1.1,Mizoram
30336.0,30843.0,36832.0,45590.0,,,Livestock,1.2,Mizoram
38403.0,40972.0,45742.0,47763.0,,,Forestry and logging,1.3,Mizoram
4853.0,5746.0,6181.0,7048.0,,,Fishing and aquaculture,1.4,Mizoram
5073.0,4009.0,12491.0,8588.0,,,Mining and quarrying,2,Mizoram
154541.0,165362.0,202376.0,225598.0,,,Primary,Total,Mizoram
6578.0,7358.0,8329.0,8479.0,,,Manufacturing,3,Mizoram
51024.0,61109.0,101365.0,128365.0,,,"Electricity, gas, water supply & other utility services",4,Mizoram
89328.0,88507.0,113326.0,133228.0,,,Construction,5,Mizoram
146930.0,156974.0,223020.0,270072.0,,,Secondary,Total,Mizoram
76482.0,96173.0,103080.0,114315.0,,,"Trade, repair, hotels and restaurants",6,Mizoram
74230.0,93698.0,100399.0,111324.0,,,Trade & repair services,6.1,Mizoram
2252.0,2475.0,2681.0,2991.0,,,Hotels & restaurants,6.2,Mizoram
31917.0,38990.0,46410.0,52587.0,,,"Transport, storage, communication & services related to broadcasting",7,Mizoram
30.0,35.0,33.0,32.0,,,Railways,7.1,Mizoram
21376.0,25853.0,30356.0,34684.0,,,Road transport,7.2,Mizoram
613.0,836.0,580.0,331.0,,,Water transport,7.3,Mizoram
103.0,191.0,166.0,144.0,,,Air transport,7.4,Mizoram
0.0,0.0,0.0,0.0,,,Services incidental to transport,7.5,Mizoram
0.0,0.0,0.0,0.0,,,Storage,7.6,Mizoram
9795.0,12075.0,15275.0,17395.0,,,Communication & services related to broadcasting,7.7,Mizoram
20053.0,19581.0,21502.0,23168.0,,,Financial services,8,Mizoram
41471.0,46544.0,51036.0,55068.0,,,"Real estate, ownership of dwelling & professional services",9,Mizoram
139286.0,170816.0,189585.0,206259.0,,,Public administration,10,Mizoram
132328.0,156875.0,176398.0,186222.0,,,Other services,11,Mizoram
441537.0,528979.0,588011.0,637619.0,,,Tertiary,Total,Mizoram
743008.0,851315.0,1013407.0,1133289.0,,,TOTAL GSVA at basic prices,12,Mizoram
23226.0,27434.0,35819.0,43084.0,,,Taxes on Products,13,Mizoram
40365.0,42556.0,19889.0,20440.0,,,Subsidies on products,14,Mizoram
725869.0,836193.0,1029337.0,1155933.0,,,Gross State Domestic Product,15,Mizoram
11108.0,11345.0,11586.0,11833.0,,,Population ('00),16,Mizoram
65347.0,73708.0,88840.0,97687.0,,,Per Capita GSDP (Rs.),17,Mizoram
373363.0,450256.0,556609.0,607897.0,,,"Agriculture, forestry and fishing",1,Nagaland
204304.0,257414.0,340577.0,375825.0,,,Crops,1.1,Nagaland
